0.00000,0.67118,-0.19380,0.13794
0.00238,0.67118,-0.19380,0.13794
0.00476,0.67118,-0.19380,0.13795
0.00714,0.67118,-0.19380,0.13795
0.00952,0.67118,-0.19380,0.13795
0.01190,0.67118,-0.19380,0.13795
0.01429,0.67118,-0.19380,0.13796
0.01667,0.67119,-0.19380,0.13796
0.01905,0.67119,-0.19380,0.13796
0.02143,0.67119,-0.19380,0.13796
0.02381,0.67119,-0.19381,0.13797
0.02619,0.67119,-0.19381,0.13797
0.02857,0.67119,-0.19381,0.13797
0.03095,0.67119,-0.19381,0.13797
0.03333,0.67119,-0.19381,0.13798
0.03571,0.67119,-0.19381,0.13798
0.03810,0.67120,-0.19381,0.13798
0.04048,0.67120,-0.19381,0.13799
0.04286,0.67120,-0.19381,0.13799
0.04524,0.67120,-0.19381,0.13800
0.04762,0.67120,-0.19381,0.13800
0.05000,0.67120,-0.19381,0.13800
0.05238,0.67120,-0.19381,0.13801
0.05476,0.67121,-0.19382,0.13801
0.05714,0.67121,-0.19382,0.13802
0.05952,0.67121,-0.19382,0.13802
0.06190,0.67121,-0.19382,0.13803
0.06429,0.67121,-0.19382,0.13803
0.06667,0.67121,-0.19382,0.13804
0.06905,0.67122,-0.19382,0.13804
0.07143,0.67122,-0.19382,0.13805
0.07381,0.67122,-0.19382,0.13805
0.07619,0.67122,-0.19383,0.13806
0.07857,0.67122,-0.19383,0.13806
0.08095,0.67123,-0.19383,0.13807
0.08333,0.67123,-0.19383,0.13808
0.08571,0.67123,-0.19383,0.13808
0.08810,0.67123,-0.19383,0.13809
0.09048,0.67123,-0.19383,0.13810
0.09286,0.67124,-0.19383,0.13810
0.09524,0.67124,-0.19384,0.13811
0.09762,0.67124,-0.19384,0.13812
0.10000,0.67124,-0.19384,0.13812
0.10238,0.67124,-0.19384,0.13813
0.10476,0.67125,-0.19384,0.13814
0.10714,0.67125,-0.19384,0.13815
0.10952,0.67125,-0.19385,0.13815
0.11190,0.67125,-0.19385,0.13816
0.11429,0.67125,-0.19385,0.13817
0.11667,0.67126,-0.19385,0.13818
0.11905,0.67126,-0.19385,0.13819
0.12143,0.67126,-0.19385,0.13819
0.12381,0.67126,-0.19385,0.13820
0.12619,0.67126,-0.19386,0.13821
0.12857,0.67127,-0.19386,0.13822
0.13095,0.67127,-0.19386,0.13823
0.13333,0.67127,-0.19386,0.13824
0.13571,0.67127,-0.19386,0.13825
0.13810,0.67128,-0.19386,0.13826
0.14048,0.67128,-0.19387,0.13827
0.14286,0.67128,-0.19387,0.13828
0.14524,0.67128,-0.19387,0.13829
0.14762,0.67128,-0.19387,0.13830
0.15000,0.67129,-0.19387,0.13831
0.15238,0.67129,-0.19387,0.13832
0.15476,0.67129,-0.19388,0.13833
0.15714,0.67129,-0.19388,0.13834
0.15952,0.67129,-0.19388,0.13835
0.16190,0.67130,-0.19388,0.13836
0.16429,0.67130,-0.19388,0.13837
0.16667,0.67130,-0.19389,0.13839
0.16905,0.67130,-0.19389,0.13840
0.17143,0.67131,-0.19389,0.13841
0.17381,0.67131,-0.19389,0.13842
0.17619,0.67131,-0.19389,0.13843
0.17857,0.67131,-0.19389,0.13845
0.18095,0.67132,-0.19390,0.13846
0.18333,0.67132,-0.19390,0.13847
0.18571,0.67132,-0.19390,0.13848
0.18810,0.67132,-0.19390,0.13850
0.19048,0.67132,-0.19390,0.13851
0.19286,0.67133,-0.19391,0.13852
0.19524,0.67133,-0.19391,0.13853
0.19762,0.67133,-0.19391,0.13855
0.20000,0.67133,-0.19391,0.13856
0.20238,0.67134,-0.19391,0.13857
0.20476,0.67134,-0.19392,0.13859
0.20714,0.67134,-0.19392,0.13860
0.20952,0.67134,-0.19392,0.13862
0.21190,0.67135,-0.19392,0.13863
0.21429,0.67135,-0.19392,0.13864
0.21667,0.67135,-0.19393,0.13866
0.21905,0.67135,-0.19393,0.13867
0.22143,0.67136,-0.19393,0.13869
0.22381,0.67136,-0.19393,0.13870
